BHK,Rent,Living Area,Area Type,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Postal Code
4,150000,1755,1,2,2,4,1,400001
1,27000,550,1,0,2,2,0,400001
3,160000,1300,1,1,1,4,1,400001
2,100000,1200,0,0,1,2,1,400001
2,45002,600,1,1,1,2,1,400001
2,48000,700,1,1,1,2,1,400001
1,18000,385,1,2,1,1,1,400001
1,7500,500,1,1,0,1,0,400001
2,50000,850,1,1,1,2,1,400001
3,55000,900,1,1,2,2,1,400001
1,26000,400,1,2,1,1,1,400001
2,17000,600,1,2,0,2,0,400001
2,40000,750,1,1,2,2,1,400001
2,43000,628,1,2,1,2,1,400001
3,140000,1330,1,2,0,4,1,400001
3,140000,1064,1,2,1,3,1,400001
3,120000,1200,1,0,2,3,1,400001
4,400000,2200,1,0,1,4,1,400001
2,21000,630,1,1,2,2,1,400001
2,40000,650,1,2,1,2,1,400001
2,40000,845,0,0,1,2,0,400001
3,230000,1915,0,1,1,3,1,400001
2,20000,900,0,1,1,2,0,400001
2,60000,807,1,2,0,2,1,400001
2,35000,1100,0,1,1,2,0,400001
3,300000,1600,0,1,1,5,0,400001
2,6500,790,0,2,1,2,0,400001
1,15000,380,1,2,1,1,0,400001
2,38000,650,1,2,2,2,1,400001
2,35000,800,1,1,2,2,1,400001
2,32000,830,0,1,1,2,0,400001
1,16000,410,1,2,0,1,0,400001
1,33000,428,1,1,1,2,1,400001
1,8500,550,0,1,1,1,0,400001
2,60000,630,1,2,0,2,1,400001
1,20000,550,0,2,0,2,0,400001
1,38000,450,1,2,1,2,1,400001
2,100000,750,1,2,1,2,1,400001
2,65000,800,1,1,1,2,1,400001
3,80000,1050,1,0,2,3,1,400001
2,85000,850,1,0,0,2,1,400001
4,600000,2500,1,1,1,4,1,400001
3,150000,2000,1,0,1,3,1,400001
3,130000,1330,1,1,1,4,1,400001
3,55000,950,1,2,1,3,1,400001
1,23000,435,1,1,0,2,1,400001
3,95000,1300,1,1,0,4,1,400001
2,40000,650,0,2,1,2,0,400001
3,180000,1550,1,1,1,3,1,400001
1,25000,380,1,1,1,1,1,400001
4,140000,1454,1,2,1,4,1,400001
2,55000,860,1,1,2,2,1,400001
2,46000,680,1,1,1,2,1,400001
1,22000,433,1,2,0,2,1,400001
2,55100,710,1,1,1,2,1,400001
2,65000,700,1,0,0,2,1,400001
1,33000,550,1,2,1,1,1,400001
4,320000,2700,1,1,1,5,1,400001
1,33000,350,0,2,1,1,0,400001
1,25000,490,0,1,1,1,0,400001
3,300000,1225,1,0,1,3,1,400001
3,100000,1286,1,2,1,5,1,400001
1,33000,425,1,2,1,2,1,400001
2,35000,550,1,1,0,2,1,400001
3,130000,1224,1,2,2,3,1,400001
3,80000,950,1,2,1,3,1,400001
1,10000,425,1,1,0,2,0,400001
3,92500,1000,1,0,1,3,1,400001
2,57000,710,1,1,1,2,1,400001
3,170000,1300,1,1,1,3,1,400001
1,29999,433,1,1,1,2,1,400001
2,42000,650,1,0,0,2,1,400001
3,330000,1650,1,0,0,4,1,400001
2,24000,600,0,1,1,1,0,400001
2,35000,850,0,1,2,2,0,400001
1,14000,305,1,2,0,1,1,400001
2,45000,490,1,0,1,2,1,400001
2,36000,690,1,1,0,2,1,400001
2,53500,635,1,2,1,2,1,400001
3,80000,1100,1,0,1,2,1,400001
1,7500,250,0,2,1,1,0,400001
3,140000,1200,1,0,1,3,1,400001
2,95000,750,1,2,0,2,1,400001
3,130000,1100,1,0,1,3,1,400001
2,45000,700,1,1,1,2,1,400001
2,110000,1150,1,2,1,2,1,400001
3,120000,1379,1,2,1,3,1,400001
1,60000,500,1,0,1,1,1,400001
3,120000,1400,0,2,1,3,1,400001
1,40000,390,1,2,1,1,1,400001
2,50000,935,0,0,1,2,0,400001
2,36000,535,1,2,1,2,1,400001
3,150000,1250,1,1,1,3,1,400001
4,230000,3700,1,0,1,4,1,400001
1,25000,350,1,2,0,2,1,400001
3,190000,1350,1,1,2,4,1,400001
3,61000,1550,1,1,1,3,0,400001
3,70000,1100,1,0,1,3,1,400001
3,42000,950,1,2,1,3,1,400001
1,27000,400,1,2,1,1,1,400001
2,60000,700,1,0,0,2,1,400001
3,85000,850,0,0,1,2,0,400001
2,75000,900,1,0,1,2,1,400001
3,200000,1208,1,2,0,3,1,400001
3,170000,1150,1,1,1,3,1,400001
3,180000,1600,1,1,1,4,1,400001
2,55000,700,1,0,1,2,1,400001
5,600000,3200,1,1,1,5,1,400001
1,18000,330,0,2,1,1,0,400001
1,19000,225,0,2,1,1,0,400001
3,150000,1050,1,0,1,3,1,400001
1,18500,225,1,1,0,1,1,400001
1,35000,463,1,0,1,2,1,400001
4,200000,1900,1,0,1,3,1,400001
2,150000,1500,0,0,1,4,0,400001
2,70000,1000,1,1,1,2,1,400001
1,35000,450,1,1,0,2,1,400001
2,45000,700,1,2,0,2,0,400001
1,30000,355,1,2,1,1,0,400001
3,50000,1325,1,0,1,3,1,400001
2,50000,950,0,0,1,2,0,400001
1,42000,600,0,1,1,1,0,400001
2,19500,905,1,1,1,2,0,400001
3,90000,1500,1,0,1,3,1,400001
1,60000,455,1,2,1,1,1,400001
2,55000,850,1,1,0,2,1,400001
3,40000,1100,0,2,2,2,0,400001
1,40000,430,1,2,1,2,1,400001
2,36000,650,1,1,1,2,1,400001
2,45000,795,1,2,1,2,1,400001
2,100000,800,1,0,1,2,1,400001
1,42000,700,0,0,1,1,1,400001
1,45000,450,1,0,2,2,1,400001
2,40000,575,1,1,1,2,1,400001
2,50000,650,1,0,0,3,1,400001
1,11000,200,0,0,1,1,0,400001
2,50000,1200,0,1,1,2,0,400001
1,34000,656,0,2,1,2,0,400001
3,93000,1600,1,1,2,3,1,400001
3,69999,950,1,2,2,3,1,400001
2,48000,719,1,1,2,2,1,400001
3,55000,1100,1,2,0,3,1,400001
4,1000000,3064,1,1,2,4,1,400001
2,40000,650,1,1,1,2,1,400001
3,130000,1450,1,1,1,5,1,400001
2,75000,720,1,1,1,2,1,400001
2,23000,670,0,1,1,2,0,400001
3,200000,1350,1,0,0,3,1,400001
3,55000,925,1,2,0,2,1,400001
4,80000,1450,1,2,1,4,1,400001
3,220000,1550,1,0,1,3,1,400001
1,40000,420,1,1,2,2,1,400001
2,35000,650,1,2,1,2,1,400001
2,33003,700,1,0,2,2,1,400001
5,450000,3400,1,1,1,5,1,400001
2,65000,935,0,1,1,2,0,400001
2,45000,980,1,1,1,2,0,400001
4,280000,2800,1,0,2,4,1,400001
2,55000,700,1,0,0,3,1,400001
2,56000,720,1,1,1,2,1,400001
2,55000,750,1,1,0,2,1,400001
2,28000,700,1,0,1,2,1,400001
2,150000,1000,1,1,1,3,1,400001
5,300000,3000,1,0,1,5,1,400001
1,50000,413,1,0,1,1,0,400001
4,180000,1755,1,1,2,4,1,400001
3,190000,1850,1,1,0,4,1,400001
2,8000,890,1,2,1,2,0,400001
3,75000,1200,1,1,1,3,1,400001
3,83000,1100,1,0,0,3,1,400001
1,32000,420,1,1,2,2,1,400001
2,39000,630,1,2,2,2,1,400001
4,150000,1705,1,1,2,3,1,400001
3,190000,1300,1,0,0,3,1,400001
3,160000,1355,1,0,1,3,1,400001
1,25000,450,1,1,0,2,1,400001
3,90000,1350,1,2,2,3,1,400001
2,95000,825,1,0,0,2,1,400001
1,30000,550,0,1,1,1,0,400001
1,18500,430,1,2,2,1,1,400001
1,18000,320,1,0,1,1,1,400001
3,75000,1100,1,1,1,3,1,400001
4,150000,1460,1,1,1,4,1,400001
3,100000,1250,1,0,1,3,1,400001
2,170000,1000,1,0,1,3,1,400001
2,45000,710,1,2,1,2,1,400001
3,200000,1350,1,0,0,3,1,400001
2,20000,400,1,0,1,1,0,400001
3,85000,1000,1,1,1,4,1,400001
3,130000,1500,1,2,2,3,1,400001
1,40000,500,0,1,1,1,1,400001
4,250000,2000,1,0,0,4,1,400001
1,15000,225,1,2,0,1,0,400001
2,40000,650,1,0,1,2,1,400001
2,48000,670,1,1,2,2,0,400001
2,15000,610,1,1,0,1,0,400001
1,28000,400,1,0,1,2,1,400001
1,25000,340,1,2,1,1,1,400001
2,34000,471,1,1,0,2,1,400001
1,75000,550,1,0,1,2,1,400001
2,45000,630,1,1,1,1,1,400001
1,35000,500,0,1,1,2,0,400001
1,32000,400,1,0,1,1,1,400001
2,17000,1000,0,2,1,2,0,400001
4,230000,1528,1,2,2,4,1,400001
2,35000,650,1,1,1,2,1,400001
1,8500,500,1,2,0,1,0,400001
3,80000,850,1,1,1,2,1,400001
1,55000,550,1,1,0,1,1,400001
1,25000,430,1,2,2,2,1,400001
3,40000,1030,1,0,2,3,1,400001
1,15500,250,1,2,1,1,1,400001
1,45000,500,1,2,0,2,1,400001
4,180000,1750,1,1,0,4,1,400001
2,51000,985,1,2,1,2,1,400001
3,60000,1050,1,2,0,3,1,400001
2,36000,700,1,2,1,2,1,400001
3,180000,1200,1,1,1,3,1,400001
3,75000,1000,1,0,1,3,1,400001
2,8000,550,1,2,2,2,1,400001
3,50000,806,0,1,1,2,0,400001
3,100000,1400,1,0,1,3,1,400001
1,16500,470,1,1,2,2,1,400001
1,4500,475,0,2,1,1,0,400001
2,34000,583,1,2,2,2,1,400001
2,32000,475,1,2,0,2,1,400001
2,50000,900,1,0,2,2,1,400001
1,24000,500,1,1,1,1,0,400001
2,62000,806,1,2,1,3,1,400001
1,100000,400,1,0,1,1,1,400001
1,21000,650,0,1,1,2,0,400001
1,27000,550,0,1,1,2,0,400001
1,10000,390,1,2,1,1,1,400001
2,90000,994,1,1,1,2,1,400001
1,8000,520,0,1,1,2,0,400001
1,75000,575,1,1,2,1,1,400001
3,230000,2750,1,2,1,3,1,400001
1,15000,470,1,1,2,2,1,400001
4,260000,2500,1,1,1,4,1,400001
3,62000,1100,1,1,2,3,1,400001
1,43500,480,1,0,1,2,1,400001
2,62000,750,1,2,1,2,1,400001
4,400000,2424,1,1,1,5,1,400001
2,77500,724,1,1,0,2,1,400001
1,30000,600,1,0,1,1,0,400001
3,110000,1076,1,1,1,2,1,400001
1,20000,800,0,2,1,2,0,400001
3,150000,1300,1,1,1,3,1,400001
1,55000,500,1,2,1,2,1,400001
2,70000,700,1,1,0,2,1,400001
2,65000,700,1,0,0,2,1,400001
3,310000,2170,1,1,1,4,1,400001
1,18000,225,1,2,0,2,1,400001
1,48000,485,1,0,1,2,1,400001
1,10000,225,0,2,1,1,0,400001
1,32000,478,1,1,1,2,1,400001
3,32000,1200,0,1,1,3,0,400001
2,36000,620,1,1,2,2,1,400001
1,22000,280,1,2,1,1,1,400001
1,5500,385,1,2,2,1,1,400001
3,15000,704,1,2,1,2,0,400001
2,40000,710,1,2,1,2,0,400001
1,28000,525,0,2,1,1,0,400001
1,11000,390,1,1,1,1,1,400001
2,40000,755,1,1,0,2,1,400001
2,45000,700,1,2,1,2,1,400001
2,180000,1000,1,1,0,3,1,400001
3,160000,2000,1,0,2,3,1,400001
2,36000,650,1,2,2,2,1,400001
1,59000,470,1,1,0,1,1,400001
1,40000,450,1,1,1,2,1,400001
2,40000,625,0,1,1,2,0,400001
2,72000,700,1,0,0,2,1,400001
2,40000,600,1,2,2,2,1,400001
2,16000,600,1,2,2,1,0,400001
2,50000,1100,0,0,1,4,1,400001
1,24000,370,1,1,2,1,1,400001
2,65000,950,1,1,1,2,1,400001
2,33000,825,0,2,1,2,0,400001
2,27000,650,1,2,0,2,1,400001
2,52000,750,1,1,1,2,1,400001
3,95000,900,1,1,2,3,1,400001
2,68000,805,1,1,1,3,1,400001
2,48000,742,1,2,2,2,1,400001
2,32000,550,1,1,1,2,1,400001
2,42000,745,1,1,1,2,1,400001
2,60000,800,1,0,2,2,1,400001
3,51500,1265,1,2,2,3,1,400001
3,130000,1800,0,2,1,3,1,400001
1,25000,325,1,0,1,1,1,400001
2,85000,902,1,1,1,2,1,400001
3,98000,1233,1,1,1,4,1,400001
2,100000,750,0,0,1,2,0,400001
2,65000,600,1,2,0,2,1,400001
1,23000,500,0,2,1,1,1,400001
2,40000,600,1,2,1,2,1,400001
3,45000,950,1,2,1,3,1,400001
1,40000,680,0,0,1,4,1,400001
1,23500,400,1,2,1,1,1,400001
4,250000,2120,1,0,1,5,1,400001
3,110000,1350,1,1,0,4,1,400001
3,150000,1600,1,1,1,3,1,400001
1,22000,430,1,2,2,1,1,400001
4,150000,1937,1,1,1,5,1,400001
2,75000,700,1,1,0,3,1,400001
2,41000,780,1,2,1,2,1,400001
4,150000,1300,1,1,1,4,1,400001
3,150000,1350,1,1,1,3,1,400001
2,53000,750,1,0,1,2,1,400001
4,140000,1400,1,1,1,3,1,400001
4,200000,2000,1,0,1,5,1,400001
2,65000,850,1,0,1,2,1,400001
1,48000,500,1,0,0,1,1,400001
2,75000,900,0,2,1,2,1,400001
2,39000,750,1,1,2,2,1,400001
3,70000,1100,1,1,1,2,1,400001
4,1200000,5000,1,1,1,4,1,400001
1,25000,596,0,1,1,1,0,400001
2,45000,680,1,2,0,2,1,400001
4,190000,1950,1,2,1,4,1,400001
3,140000,1350,1,1,1,3,1,400001
1,35000,510,1,1,1,1,0,400001
1,60000,500,1,0,1,1,1,400001
1,15000,375,0,2,1,1,0,400001
1,39000,500,1,0,2,1,1,400001
3,190000,1500,1,1,1,3,1,400001
3,84000,1000,1,0,1,3,1,400001
3,68000,1260,1,2,2,3,1,400001
1,26000,475,1,2,1,2,1,400001
2,42000,620,1,1,2,2,1,400001
1,35000,490,1,0,1,1,1,400001
2,44000,710,1,1,1,2,1,400001
2,60000,720,1,2,1,2,1,400001
2,45000,770,1,1,0,2,1,400001
3,250000,1600,0,1,1,3,1,400001
1,65000,500,1,0,1,1,1,400001
1,20000,350,0,2,1,1,0,400001
2,75000,1000,0,1,1,2,1,400001
5,500000,3900,1,0,1,5,1,400001
3,140000,1000,1,1,2,3,1,400001
2,45000,660,1,1,0,2,1,400001
1,9400,600,0,1,1,1,0,400001
2,100000,900,1,0,1,2,1,400001
2,65000,750,1,0,1,2,1,400001
2,230000,1000,1,0,1,2,1,400001
3,180000,1500,1,1,0,3,1,400001
2,180000,1200,1,0,1,3,1,400001
3,120000,1200,1,0,1,3,1,400001
1,20000,280,1,1,1,1,1,400001
2,130000,1000,1,0,0,2,1,400001
3,400000,1800,1,1,0,4,1,400001
2,75000,694,1,1,1,2,1,400001
5,350000,3250,1,2,2,5,1,400001
3,100000,1740,0,0,1,4,0,400001
2,55000,750,1,0,1,2,1,400001
3,70000,1000,1,1,1,3,1,400001
1,30000,500,0,0,1,1,0,400001
4,330000,2000,1,1,0,5,1,400001
1,75000,550,1,0,1,2,1,400001
1,14000,270,1,2,0,1,0,400001
3,130000,960,1,1,2,3,1,400001
3,40000,1200,0,1,2,2,0,400001
2,46000,710,1,2,1,2,1,400001
1,27000,472,1,1,0,2,0,400001
2,95000,1000,1,1,1,2,1,400001
2,94000,800,1,1,2,2,1,400001
2,40000,650,1,2,0,2,1,400001
3,150000,1300,1,1,1,3,1,400001
2,30000,600,1,2,1,2,1,400001
2,95000,750,1,0,0,2,1,400001
2,130000,890,1,1,2,2,1,400001
1,14000,421,1,2,1,1,1,400001
3,100000,1300,1,1,2,3,1,400001
1,35000,350,0,2,1,1,0,400001
2,57000,800,1,1,1,2,1,400001
2,45000,650,1,1,1,2,0,400001
1,11000,650,0,0,1,2,0,400001
2,50000,650,1,1,1,2,1,400001
2,35000,680,1,2,1,2,1,400001
2,100000,800,1,0,1,2,1,400001
3,130000,1250,1,1,2,3,1,400001
1,52000,475,1,2,1,1,1,400001
2,28000,600,1,2,1,2,1,400001
1,18000,450,0,2,1,1,0,400001
1,30000,400,0,2,0,1,0,400001
3,45000,985,1,2,2,3,1,400001
3,130000,1450,1,2,0,3,1,400001
2,58000,650,1,1,2,2,1,400001
2,65000,805,1,1,1,3,1,400001
1,24000,650,0,1,1,1,0,400001
1,54500,515,1,2,1,1,1,400001
3,70000,1000,1,1,1,2,1,400001
3,67000,1050,1,1,2,3,1,400001
2,75000,777,1,0,1,2,1,400001
2,45000,831,1,2,2,2,1,400001
3,98000,1233,1,1,1,4,1,400001
1,16000,250,1,2,1,1,0,400001
2,95000,900,1,1,0,2,1,400001
2,40000,753,1,2,1,2,1,400001
3,300000,1800,1,0,0,3,1,400001
2,80000,670,1,2,0,2,1,400001
4,380000,2800,1,1,1,4,1,400001
3,160000,1197,1,1,1,3,1,400001
2,44000,880,1,2,0,2,0,400001
2,200000,1000,1,0,1,2,1,400001
2,65000,935,0,1,1,2,0,400001
2,50000,751,1,1,1,2,1,400001
1,6000,200,0,2,1,1,0,400001
4,280000,2500,1,1,1,6,1,400001
1,46000,500,1,0,2,1,1,400001
1,35000,430,1,0,1,1,1,400001
3,75000,1088,1,1,1,3,1,400001
1,20000,330,1,1,1,1,0,400001
1,25000,400,1,2,1,1,0,400001
3,110000,1200,1,0,1,3,1,400001
2,29500,700,1,2,1,2,1,400001
3,53000,1000,1,1,1,2,1,400001
2,85000,750,1,1,1,2,1,400001
1,26000,450,1,2,0,2,1,400001
1,33000,640,0,0,1,2,0,400001
3,180000,1190,1,1,1,3,1,400001
3,70000,850,0,2,0,3,1,400001
1,17000,330,1,1,1,1,1,400001
2,37000,685,1,1,0,2,1,400001
1,27000,400,1,2,0,2,1,400001
1,35500,500,1,0,1,2,1,400001
1,24000,550,1,2,0,1,1,400001
4,250000,2500,1,2,1,4,1,400001
3,180000,1100,1,0,2,3,1,400001
2,18500,650,1,2,2,2,1,400001
3,200000,1400,1,0,1,3,1,400001
2,70000,1050,1,0,1,2,1,400001
3,55000,850,1,2,0,3,1,400001
1,24000,550,1,2,0,1,1,400001
2,55000,750,1,0,1,2,1,400001
3,150000,1350,1,1,1,3,1,400001
2,50000,800,1,1,1,2,1,400001
4,300000,2650,1,1,1,3,1,400001
3,90100,975,1,1,1,2,1,400001
3,57000,1325,1,0,1,4,1,400001
2,40000,700,0,1,1,2,0,400001
2,80000,700,1,0,2,2,1,400001
2,95000,850,1,1,1,2,1,400001
1,14000,305,1,2,0,1,1,400001
2,50000,850,1,2,1,2,1,400001
2,43000,724,1,2,1,2,1,400001
2,55000,650,1,0,0,2,1,400001
2,35000,650,1,2,2,2,1,400001
2,33000,700,1,2,0,2,1,400001
2,47000,785,1,0,1,2,1,400001
3,75000,1250,1,1,2,3,1,400001
4,45000,1016,1,2,1,3,1,400001
1,36000,380,1,2,1,2,1,400001
1,40000,475,1,2,0,1,1,400001
1,40000,444,1,2,0,2,1,400001
2,32000,640,1,2,1,2,1,400001
1,17000,320,1,2,1,1,0,400001
3,77000,1100,1,2,1,4,1,400001
4,290000,1500,1,0,1,3,1,400001
2,35000,650,1,1,1,2,1,400001
1,40000,508,1,1,1,2,1,400001
4,250000,2500,1,0,1,4,1,400001
2,47000,720,1,2,0,2,1,400001
2,50000,750,0,2,1,2,0,400001
1,32000,430,1,2,2,1,1,400001
2,8000,623,1,2,2,2,1,400001
3,240000,1358,1,1,2,4,1,400001
3,85000,1000,1,1,1,3,1,400001
3,65000,1100,1,2,0,3,1,400001
3,75000,1255,1,0,1,3,0,400001
1,26500,450,1,0,2,2,1,400001
2,45000,650,1,0,1,2,1,400001
2,95000,955,1,1,0,2,1,400001
2,38000,700,1,2,1,2,1,400001
3,260000,1915,0,1,2,4,1,400001
4,300000,2308,1,1,1,6,1,400001
3,180000,1250,1,1,2,3,1,400001
2,40000,625,1,1,0,2,1,400001
4,300000,2200,1,0,2,4,1,400001
2,85000,870,1,0,1,2,1,400001
3,110000,1300,1,1,1,3,1,400001
2,40000,750,1,2,2,2,1,400001
2,45000,750,0,0,0,2,0,400001
2,52000,550,1,0,1,2,1,400001
4,90000,1250,1,0,2,4,1,400001
3,140000,1400,1,1,2,3,1,400001
3,150000,1330,1,1,2,4,1,400001
3,65000,1000,1,1,1,3,1,400001
2,50000,770,1,2,1,2,1,400001
2,54000,800,1,2,2,2,1,400001
4,180000,1691,1,1,1,6,1,400001
1,60000,550,1,0,0,2,1,400001
2,65000,800,1,2,2,2,1,400001
2,35000,615,1,2,2,2,1,400001
2,43000,663,1,2,1,2,1,400001
1,20000,400,1,1,1,1,0,400001
2,57000,625,1,0,0,2,1,400001
4,130000,1432,1,2,1,3,1,400001
1,25000,425,1,2,0,1,1,400001
2,56000,649,1,1,0,2,1,400001
2,55000,905,1,2,0,2,1,400001
2,18000,882,0,2,0,2,0,400001
3,100000,1200,1,0,1,3,1,400001
2,76000,736,1,2,2,2,1,400001
3,270000,1710,1,0,1,3,1,400001
1,45000,225,1,2,0,1,0,400001
2,39000,720,1,2,1,2,1,400001
1,12500,555,0,2,0,1,0,400001
1,35000,415,0,2,1,1,0,400001
2,55000,649,1,1,0,2,1,400001
3,90000,1000,1,0,0,2,1,400001
2,250000,1300,1,0,1,2,1,400001
2,25000,1065,0,0,1,2,0,400001
2,90000,854,1,1,1,2,1,400001
3,120000,1200,1,0,1,3,1,400001
1,55000,500,1,2,0,1,1,400001
3,70000,906,1,1,1,3,1,400001
3,300000,1800,1,0,1,4,1,400001
2,25000,500,1,0,1,1,0,400001
1,35000,450,0,2,1,1,0,400001
3,120000,1130,1,1,1,3,1,400001
1,27000,495,0,0,1,2,0,400001
1,25000,407,0,2,1,2,0,400001
3,150000,1092,1,1,2,3,1,400001
2,32000,610,1,2,2,2,1,400001
1,40000,500,0,0,1,2,0,400001
2,52000,750,1,2,1,2,1,400001
2,80000,750,1,0,0,2,1,400001
2,55000,850,1,0,1,2,1,400001
1,30000,350,1,2,1,1,1,400001
1,20000,300,1,1,1,1,1,400001
1,85000,695,1,0,1,2,1,400001
1,40000,415,1,1,1,2,1,400001
1,21000,450,1,2,0,2,1,400001
3,43000,850,1,2,2,3,1,400001
2,58000,805,1,1,1,3,1,400001
2,130000,700,1,0,1,2,1,400001
3,260000,1800,1,0,2,4,1,400001
2,46000,669,1,2,0,2,1,400001
1,6500,325,1,2,2,1,1,400001
1,21000,600,0,0,1,1,0,400001
2,46000,725,1,2,1,2,1,400001
2,60000,750,1,1,1,2,1,400001
3,65000,1050,1,1,0,3,1,400001
2,15000,600,1,2,1,2,0,400001
2,130000,1000,1,1,1,2,1,400001
3,90000,1110,1,0,1,3,1,400001
2,62000,650,1,2,2,2,1,400001
3,160000,1100,1,1,1,3,1,400001
3,80000,1100,1,2,1,3,1,400001
3,80000,1110,1,1,1,3,1,400001
3,55000,999,1,1,2,2,1,400001
3,100000,1000,1,0,1,3,1,400001
4,200000,2200,1,1,1,5,1,400001
3,100000,1256,1,0,2,3,1,400001
2,79500,750,1,1,2,2,1,400001
3,84500,889,1,1,1,2,1,400001
2,100000,750,1,1,1,2,1,400001
1,13000,385,1,2,2,1,1,400001
4,100000,1454,1,2,1,4,1,400001
1,35000,480,1,1,2,2,1,400001
2,72000,660,1,1,1,2,1,400001
3,180000,1600,1,0,1,3,1,400001
1,26000,434,1,1,1,2,1,400001
3,72000,1121,1,2,1,3,1,400001
1,8000,620,0,1,1,2,0,400001
3,130000,937,1,0,2,2,1,400001
1,52000,470,1,1,1,2,1,400001
1,13000,410,1,2,2,1,1,400001
3,45000,850,1,2,2,3,1,400001
3,180000,1500,1,0,1,4,1,400001
2,63000,888,1,0,1,2,1,400001
1,7500,380,1,2,0,2,0,400001
1,30000,360,1,2,1,1,1,400001
1,28500,565,0,0,1,2,0,400001
3,100000,2000,0,1,1,4,1,400001
4,270000,1358,1,1,2,4,1,400001
2,38000,661,1,1,1,2,1,400001
1,26000,450,1,2,2,2,1,400001
3,70000,1300,1,2,0,3,1,400001
2,41000,600,1,0,2,2,1,400001
2,27000,900,0,1,1,3,0,400001
1,53000,379,1,1,0,1,1,400001
2,65000,805,1,1,2,3,1,400001
1,85000,650,0,0,1,2,0,400001
1,6000,500,0,1,1,2,0,400001
1,43000,480,1,0,2,2,1,400001
2,65000,550,0,1,1,2,0,400001
3,280000,1600,1,0,1,3,1,400001
3,98000,1400,1,1,2,2,1,400001
3,330000,1500,1,1,1,2,1,400001
3,65000,1050,1,2,0,3,1,400001
3,85000,920,1,2,2,3,1,400001
1,40000,450,1,1,1,1,1,400001
1,23000,440,1,1,0,1,1,400001
3,55000,932,0,2,1,3,0,400001
1,15000,270,1,2,0,2,0,400001
1,52000,379,1,1,0,2,1,400001
2,13000,582,1,0,2,2,0,400001
2,95000,800,1,1,1,2,1,400001
1,25000,444,1,2,1,2,1,400001
1,21000,428,1,2,1,1,1,400001
5,360000,1880,1,0,2,4,1,400001
2,60000,888,1,1,1,2,1,400001
1,19000,490,0,2,1,1,0,400001
3,140000,937,1,2,2,4,1,400001
2,30000,710,1,2,2,2,1,400001
4,130000,1617,1,1,1,5,1,400001
2,80000,836,1,2,1,2,1,400001
2,85000,1200,1,1,1,3,1,400001
2,65000,950,1,0,1,2,1,400001
1,33000,460,1,1,1,2,1,400001
1,36000,585,0,1,1,2,1,400001
2,22000,550,1,0,2,2,1,400001
1,17000,375,1,2,1,1,1,400001
2,55000,700,1,0,1,2,1,400001
2,66000,750,1,2,2,2,1,400001
4,140000,2000,1,0,2,4,1,400001
4,260000,2046,1,1,1,5,1,400001
2,32000,750,0,1,1,2,0,400001
2,45000,730,1,2,2,2,1,400001
2,50000,750,1,1,1,2,1,400001
1,18500,229,0,1,1,1,0,400001
2,51000,910,1,2,0,2,1,400001
4,140000,1648,1,1,1,5,1,400001
3,80000,1100,1,2,2,3,1,400001
1,30000,560,1,2,0,2,1,400001
2,85000,850,1,2,1,2,1,400001
1,15000,450,0,2,2,1,0,400001
2,50000,820,1,1,1,2,1,400001
2,60000,750,1,2,1,2,1,400001
1,23000,410,1,2,1,1,1,400001
1,14500,490,1,2,1,2,0,400001
2,40000,700,1,2,1,2,1,400001
5,650000,3000,1,1,1,5,1,400001
1,80000,560,1,0,1,1,1,400001
2,55000,650,1,2,1,2,1,400001
1,12000,520,0,1,1,1,0,400001
2,45000,850,1,2,1,2,1,400001
2,90000,777,1,0,1,2,1,400001
2,43000,771,1,2,1,2,1,400001
1,22000,400,1,2,1,1,1,400001
2,20000,600,1,0,2,2,1,400001
1,26000,390,1,1,1,2,1,400001
4,850000,3200,1,0,1,4,1,400001
1,34999,450,1,0,1,2,1,400001
1,35000,500,0,1,1,2,0,400001
1,50000,410,1,1,1,1,1,400001
1,16000,160,1,2,1,1,0,400001
2,55000,750,1,2,1,2,1,400001
1,39000,585,0,2,2,2,1,400001
3,100000,1300,1,1,2,3,1,400001
1,25000,350,1,0,1,1,0,400001
1,25000,490,0,1,1,2,0,400001
2,49500,650,1,2,2,2,1,400001
1,21000,225,1,2,1,1,0,400001
2,110000,850,1,1,1,2,1,400001
1,21000,385,0,2,1,1,0,400001
2,46700,800,1,2,2,2,1,400001
4,400000,2500,1,0,1,4,1,400001
4,280000,1526,1,1,1,5,1,400001
1,18000,300,0,2,1,1,0,400001
3,80000,1800,0,1,1,3,1,400001
2,88000,800,1,1,1,2,1,400001
3,90000,890,1,0,2,2,1,400001
2,38000,700,1,2,1,2,1,400001
1,20000,465,0,1,0,1,0,400001
2,140000,900,1,0,2,2,1,400001
3,78000,1073,1,1,1,3,1,400001
1,21000,450,0,2,1,1,0,400001
3,95000,1350,1,0,1,3,1,400001
2,90000,800,1,0,1,2,1,400001
2,34000,600,1,2,0,2,1,400001
2,55000,650,1,2,1,2,1,400001
2,52000,550,1,0,0,2,1,400001
1,74999,840,1,2,1,2,1,400001
3,75000,1121,1,0,1,2,1,400001
2,45000,650,1,2,1,2,1,400001
1,22000,575,0,2,1,1,0,400001
1,32000,475,0,0,1,1,0,400001
2,34000,830,1,1,1,2,1,400001
3,170000,1337,1,1,1,3,1,400001
1,23000,420,1,1,1,2,1,400001
1,20000,310,1,2,0,1,1,400001
3,350000,1800,1,0,2,4,1,400001
3,90000,967,1,0,1,3,1,400001
